date,side,sector,category,amount,currency,amount_pct_gdp,certainty,source,source_date
2004-10-01,liability,general_government,breakdown.loans,3765840.8,CLP,,reported,banco_central,2026-03-22
2005-01-01,liability,general_government,breakdown.loans,3630212.5,CLP,,reported,banco_central,2026-03-22
2005-04-01,liability,general_government,breakdown.loans,3149097.6999999997,CLP,,reported,banco_central,2026-03-22
2005-07-01,liability,general_government,breakdown.loans,2842597.4,CLP,,reported,banco_central,2026-03-22
2005-10-01,liability,general_government,breakdown.loans,2338542.3000000003,CLP,,reported,banco_central,2026-03-22
2006-01-01,liability,general_government,breakdown.loans,2026322.4,CLP,,reported,banco_central,2026-03-22
2006-04-01,liability,general_government,breakdown.loans,1779322.2,CLP,,reported,banco_central,2026-03-22
2006-07-01,liability,general_government,breakdown.loans,1645676.7,CLP,,reported,banco_central,2026-03-22
2006-10-01,liability,general_government,breakdown.loans,1626450.5,CLP,,reported,banco_central,2026-03-22
2007-01-01,liability,general_government,breakdown.loans,1642173.2,CLP,,reported,banco_central,2026-03-22
2007-04-01,liability,general_government,breakdown.loans,1600335.1,CLP,,reported,banco_central,2026-03-22
2007-07-01,liability,general_government,breakdown.loans,1317607.8,CLP,,reported,banco_central,2026-03-22
2007-10-01,liability,general_government,breakdown.loans,1016129.6,CLP,,reported,banco_central,2026-03-22
2008-01-01,liability,general_government,breakdown.loans,959747.0,CLP,,reported,banco_central,2026-03-22
2008-04-01,liability,general_government,breakdown.loans,919825.3999999999,CLP,,reported,banco_central,2026-03-22
2008-07-01,liability,general_government,breakdown.loans,957032.7,CLP,,reported,banco_central,2026-03-22
2008-10-01,liability,general_government,breakdown.loans,1043455.7,CLP,,reported,banco_central,2026-03-22
2009-01-01,liability,general_government,breakdown.loans,983490.2,CLP,,reported,banco_central,2026-03-22
2009-04-01,liability,general_government,breakdown.loans,957433.8,CLP,,reported,banco_central,2026-03-22
2009-07-01,liability,general_government,breakdown.loans,991974.7,CLP,,reported,banco_central,2026-03-22
2009-10-01,liability,general_government,breakdown.loans,983531.2999999999,CLP,,reported,banco_central,2026-03-22
2010-01-01,liability,general_government,breakdown.loans,980947.6,CLP,,reported,banco_central,2026-03-22
2010-04-01,liability,general_government,breakdown.loans,1001271.0,CLP,,reported,banco_central,2026-03-22
2010-07-01,liability,general_government,breakdown.loans,967775.7000000001,CLP,,reported,banco_central,2026-03-22
2010-10-01,liability,general_government,breakdown.loans,952627.1000000001,CLP,,reported,banco_central,2026-03-22
2011-01-01,liability,general_government,breakdown.loans,957928.9,CLP,,reported,banco_central,2026-03-22
2011-04-01,liability,general_government,breakdown.loans,935616.3,CLP,,reported,banco_central,2026-03-22
2011-07-01,liability,general_government,breakdown.loans,959776.1000000001,CLP,,reported,banco_central,2026-03-22
2011-10-01,liability,general_government,breakdown.loans,979373.7999999999,CLP,,reported,banco_central,2026-03-22
2012-01-01,liability,general_government,breakdown.loans,927802.7,CLP,,reported,banco_central,2026-03-22
2012-04-01,liability,general_government,breakdown.loans,938169.9,CLP,,reported,banco_central,2026-03-22
2012-07-01,liability,general_government,breakdown.loans,884635.0,CLP,,reported,banco_central,2026-03-22
2012-10-01,liability,general_government,breakdown.loans,898849.0,CLP,,reported,banco_central,2026-03-22
2013-01-01,liability,general_government,breakdown.loans,873775.6000000001,CLP,,reported,banco_central,2026-03-22
2013-04-01,liability,general_government,breakdown.loans,896710.2,CLP,,reported,banco_central,2026-03-22
2013-07-01,liability,general_government,breakdown.loans,900227.1,CLP,,reported,banco_central,2026-03-22
2013-10-01,liability,general_government,breakdown.loans,922550.8999999999,CLP,,reported,banco_central,2026-03-22
2014-01-01,liability,general_government,breakdown.loans,932807.2,CLP,,reported,banco_central,2026-03-22
2014-04-01,liability,general_government,breakdown.loans,955048.4,CLP,,reported,banco_central,2026-03-22
2014-07-01,liability,general_government,breakdown.loans,986702.3,CLP,,reported,banco_central,2026-03-22
2014-10-01,liability,general_government,breakdown.loans,1004178.7000000001,CLP,,reported,banco_central,2026-03-22
2015-01-01,liability,general_government,breakdown.loans,992399.7000000001,CLP,,reported,banco_central,2026-03-22
2015-04-01,liability,general_government,breakdown.loans,997206.3,CLP,,reported,banco_central,2026-03-22
2015-07-01,liability,general_government,breakdown.loans,1061059.8,CLP,,reported,banco_central,2026-03-22
2015-10-01,liability,general_government,breakdown.loans,1048754.3,CLP,,reported,banco_central,2026-03-22
2016-01-01,liability,general_government,breakdown.loans,1095325.7000000002,CLP,,reported,banco_central,2026-03-22
2016-04-01,liability,general_government,breakdown.loans,1154368.5,CLP,,reported,banco_central,2026-03-22
2016-07-01,liability,general_government,breakdown.loans,1242651.5,CLP,,reported,banco_central,2026-03-22
2016-10-01,liability,general_government,breakdown.loans,1285041.0999999999,CLP,,reported,banco_central,2026-03-22
2017-01-01,liability,general_government,breakdown.loans,1262093.1,CLP,,reported,banco_central,2026-03-22
2017-04-01,liability,general_government,breakdown.loans,1250291.3,CLP,,reported,banco_central,2026-03-22
2017-07-01,liability,general_government,breakdown.loans,1324159.2,CLP,,reported,banco_central,2026-03-22
2017-10-01,liability,general_government,breakdown.loans,1307016.1,CLP,,reported,banco_central,2026-03-22
2018-01-01,liability,general_government,breakdown.loans,1354541.9,CLP,,reported,banco_central,2026-03-22
2018-04-01,liability,general_government,breakdown.loans,1374825.5,CLP,,reported,banco_central,2026-03-22
2018-07-01,liability,general_government,breakdown.loans,1399752.7,CLP,,reported,banco_central,2026-03-22
2018-10-01,liability,general_government,breakdown.loans,1460933.0,CLP,,reported,banco_central,2026-03-22
2019-01-01,liability,general_government,breakdown.loans,1416012.7,CLP,,reported,banco_central,2026-03-22
2019-04-01,liability,general_government,breakdown.loans,1463761.2999999998,CLP,,reported,banco_central,2026-03-22
2019-07-01,liability,general_government,breakdown.loans,1574919.5,CLP,,reported,banco_central,2026-03-22
2019-10-01,liability,general_government,breakdown.loans,1641251.2,CLP,,reported,banco_central,2026-03-22
2020-01-01,liability,general_government,breakdown.loans,1749995.0,CLP,,reported,banco_central,2026-03-22
2020-04-01,liability,general_government,breakdown.loans,1695969.0,CLP,,reported,banco_central,2026-03-22
2020-07-01,liability,general_government,breakdown.loans,1638295.3,CLP,,reported,banco_central,2026-03-22
2020-10-01,liability,general_government,breakdown.loans,1863051.7,CLP,,reported,banco_central,2026-03-22
2021-01-01,liability,general_government,breakdown.loans,1879810.4000000001,CLP,,reported,banco_central,2026-03-22
2021-04-01,liability,general_government,breakdown.loans,1910087.2,CLP,,reported,banco_central,2026-03-22
2021-07-01,liability,general_government,breakdown.loans,2029953.5,CLP,,reported,banco_central,2026-03-22
2021-10-01,liability,general_government,breakdown.loans,2687355.4,CLP,,reported,banco_central,2026-03-22
2022-01-01,liability,general_government,breakdown.loans,2567094.3000000003,CLP,,reported,banco_central,2026-03-22
2022-04-01,liability,general_government,breakdown.loans,2874825.1,CLP,,reported,banco_central,2026-03-22
2022-07-01,liability,general_government,breakdown.loans,3000272.3000000003,CLP,,reported,banco_central,2026-03-22
2022-10-01,liability,general_government,breakdown.loans,2937745.3,CLP,,reported,banco_central,2026-03-22
2023-01-01,liability,general_government,breakdown.loans,2735196.6,CLP,,reported,banco_central,2026-03-22
2023-04-01,liability,general_government,breakdown.loans,3054833.4,CLP,,reported,banco_central,2026-03-22
2023-07-01,liability,general_government,breakdown.loans,3384484.1,CLP,,reported,banco_central,2026-03-22
2023-10-01,liability,general_government,breakdown.loans,3315025.6,CLP,,reported,banco_central,2026-03-22
2024-01-01,liability,general_government,breakdown.loans,3575179.5,CLP,,reported,banco_central,2026-03-22
2024-04-01,liability,general_government,breakdown.loans,3499171.4000000004,CLP,,reported,banco_central,2026-03-22
2024-07-01,liability,general_government,breakdown.loans,3381733.5,CLP,,reported,banco_central,2026-03-22
2024-10-01,liability,general_government,breakdown.loans,3836233.6,CLP,,reported,banco_central,2026-03-22
2025-01-01,liability,general_government,breakdown.loans,3681912.6,CLP,,reported,banco_central,2026-03-22
2025-04-01,liability,general_government,breakdown.loans,3610589.5999999996,CLP,,reported,banco_central,2026-03-22
2025-07-01,liability,general_government,breakdown.loans,3800410.1,CLP,,reported,banco_central,2026-03-22
2002-10-01,liability,general_government,breakdown.other,2114296.8000000003,CLP,,reported,banco_central,2026-03-22
2003-01-01,liability,general_government,breakdown.other,2163965.7,CLP,,reported,banco_central,2026-03-22
2003-04-01,liability,general_government,breakdown.other,2267299.1999999997,CLP,,reported,banco_central,2026-03-22
2003-07-01,liability,general_government,breakdown.other,2367181.0,CLP,,reported,banco_central,2026-03-22
2003-10-01,liability,general_government,breakdown.other,2383760.8,CLP,,reported,banco_central,2026-03-22
2004-01-01,liability,general_government,breakdown.other,2354405.1,CLP,,reported,banco_central,2026-03-22
2004-04-01,liability,general_government,breakdown.other,2427204.6,CLP,,reported,banco_central,2026-03-22
2004-07-01,liability,general_government,breakdown.other,2559303.0,CLP,,reported,banco_central,2026-03-22
2004-10-01,liability,general_government,breakdown.other,2453453.3000000003,CLP,,reported,banco_central,2026-03-22
2005-01-01,liability,general_government,breakdown.other,2575549.8,CLP,,reported,banco_central,2026-03-22
2005-04-01,liability,general_government,breakdown.other,2686139.5,CLP,,reported,banco_central,2026-03-22
2005-07-01,liability,general_government,breakdown.other,2823658.1999999997,CLP,,reported,banco_central,2026-03-22
2005-10-01,liability,general_government,breakdown.other,2718423.3,CLP,,reported,banco_central,2026-03-22
2006-01-01,liability,general_government,breakdown.other,2918848.9,CLP,,reported,banco_central,2026-03-22
2006-04-01,liability,general_government,breakdown.other,3043293.1,CLP,,reported,banco_central,2026-03-22
2006-07-01,liability,general_government,breakdown.other,3096642.9,CLP,,reported,banco_central,2026-03-22
2006-10-01,liability,general_government,breakdown.other,2939359.9,CLP,,reported,banco_central,2026-03-22
2007-01-01,liability,general_government,breakdown.other,3076316.1,CLP,,reported,banco_central,2026-03-22
2007-04-01,liability,general_government,breakdown.other,3068696.0,CLP,,reported,banco_central,2026-03-22
2007-07-01,liability,general_government,breakdown.other,3200234.9,CLP,,reported,banco_central,2026-03-22
2007-10-01,liability,general_government,breakdown.other,3152083.0,CLP,,reported,banco_central,2026-03-22
2008-01-01,liability,general_government,breakdown.other,3320214.1999999997,CLP,,reported,banco_central,2026-03-22
2008-04-01,liability,general_government,breakdown.other,3395783.3000000003,CLP,,reported,banco_central,2026-03-22
2008-07-01,liability,general_government,breakdown.other,3543654.9,CLP,,reported,banco_central,2026-03-22
2008-10-01,liability,general_government,breakdown.other,3761333.2,CLP,,reported,banco_central,2026-03-22
2009-01-01,liability,general_government,breakdown.other,3917147.4,CLP,,reported,banco_central,2026-03-22
2009-04-01,liability,general_government,breakdown.other,3946707.8000000003,CLP,,reported,banco_central,2026-03-22
2009-07-01,liability,general_government,breakdown.other,4321773.5,CLP,,reported,banco_central,2026-03-22
2009-10-01,liability,general_government,breakdown.other,4441303.399999999,CLP,,reported,banco_central,2026-03-22
2010-01-01,liability,general_government,breakdown.other,4602730.899999999,CLP,,reported,banco_central,2026-03-22
2010-04-01,liability,general_government,breakdown.other,4961166.9,CLP,,reported,banco_central,2026-03-22
2010-07-01,liability,general_government,breakdown.other,4878605.6,CLP,,reported,banco_central,2026-03-22
2010-10-01,liability,general_government,breakdown.other,4874860.6,CLP,,reported,banco_central,2026-03-22
2011-01-01,liability,general_government,breakdown.other,5037440.6,CLP,,reported,banco_central,2026-03-22
2011-04-01,liability,general_government,breakdown.other,4879344.100000001,CLP,,reported,banco_central,2026-03-22
2011-07-01,liability,general_government,breakdown.other,5122215.7,CLP,,reported,banco_central,2026-03-22
2011-10-01,liability,general_government,breakdown.other,5595671.2,CLP,,reported,banco_central,2026-03-22
2012-01-01,liability,general_government,breakdown.other,5645102.8,CLP,,reported,banco_central,2026-03-22
2012-04-01,liability,general_government,breakdown.other,5589030.2,CLP,,reported,banco_central,2026-03-22
2012-07-01,liability,general_government,breakdown.other,5811141.1,CLP,,reported,banco_central,2026-03-22
2012-10-01,liability,general_government,breakdown.other,5896691.2,CLP,,reported,banco_central,2026-03-22
2013-01-01,liability,general_government,breakdown.other,5638649.4,CLP,,reported,banco_central,2026-03-22
2013-04-01,liability,general_government,breakdown.other,5530342.7,CLP,,reported,banco_central,2026-03-22
2013-07-01,liability,general_government,breakdown.other,5634408.3,CLP,,reported,banco_central,2026-03-22
2013-10-01,liability,general_government,breakdown.other,5702738.2,CLP,,reported,banco_central,2026-03-22
2014-01-01,liability,general_government,breakdown.other,5997177.300000001,CLP,,reported,banco_central,2026-03-22
2014-04-01,liability,general_government,breakdown.other,5842153.7,CLP,,reported,banco_central,2026-03-22
2014-07-01,liability,general_government,breakdown.other,5955807.7,CLP,,reported,banco_central,2026-03-22
2014-10-01,liability,general_government,breakdown.other,6272129.5,CLP,,reported,banco_central,2026-03-22
2015-01-01,liability,general_government,breakdown.other,6861123.1,CLP,,reported,banco_central,2026-03-22
2015-04-01,liability,general_government,breakdown.other,6607584.600000001,CLP,,reported,banco_central,2026-03-22
2015-07-01,liability,general_government,breakdown.other,6653213.300000001,CLP,,reported,banco_central,2026-03-22
2015-10-01,liability,general_government,breakdown.other,7029488.0,CLP,,reported,banco_central,2026-03-22
2016-01-01,liability,general_government,breakdown.other,7634955.9,CLP,,reported,banco_central,2026-03-22
2016-04-01,liability,general_government,breakdown.other,8050775.0,CLP,,reported,banco_central,2026-03-22
2016-07-01,liability,general_government,breakdown.other,8566124.100000001,CLP,,reported,banco_central,2026-03-22
2016-10-01,liability,general_government,breakdown.other,8004248.6,CLP,,reported,banco_central,2026-03-22
2017-01-01,liability,general_government,breakdown.other,7467083.7,CLP,,reported,banco_central,2026-03-22
2017-04-01,liability,general_government,breakdown.other,6945343.1,CLP,,reported,banco_central,2026-03-22
2017-07-01,liability,general_government,breakdown.other,7228695.899999999,CLP,,reported,banco_central,2026-03-22
2017-10-01,liability,general_government,breakdown.other,7181884.600000001,CLP,,reported,banco_central,2026-03-22
2018-01-01,liability,general_government,breakdown.other,7904566.1,CLP,,reported,banco_central,2026-03-22
2018-04-01,liability,general_government,breakdown.other,6972663.899999999,CLP,,reported,banco_central,2026-03-22
2018-07-01,liability,general_government,breakdown.other,8042558.699999999,CLP,,reported,banco_central,2026-03-22
2018-10-01,liability,general_government,breakdown.other,8324060.299999999,CLP,,reported,banco_central,2026-03-22
2019-01-01,liability,general_government,breakdown.other,9411753.3,CLP,,reported,banco_central,2026-03-22
2019-04-01,liability,general_government,breakdown.other,9173366.299999999,CLP,,reported,banco_central,2026-03-22
2019-07-01,liability,general_government,breakdown.other,9326258.6,CLP,,reported,banco_central,2026-03-22
2019-10-01,liability,general_government,breakdown.other,10505193.9,CLP,,reported,banco_central,2026-03-22
2020-01-01,liability,general_government,breakdown.other,11247276.299999999,CLP,,reported,banco_central,2026-03-22
2020-04-01,liability,general_government,breakdown.other,11546844.3,CLP,,reported,banco_central,2026-03-22
2020-07-01,liability,general_government,breakdown.other,13862761.200000001,CLP,,reported,banco_central,2026-03-22
2020-10-01,liability,general_government,breakdown.other,11497475.6,CLP,,reported,banco_central,2026-03-22
2021-01-01,liability,general_government,breakdown.other,12735791.3,CLP,,reported,banco_central,2026-03-22
2021-04-01,liability,general_government,breakdown.other,14379856.799999999,CLP,,reported,banco_central,2026-03-22
2021-07-01,liability,general_government,breakdown.other,15573049.2,CLP,,reported,banco_central,2026-03-22
2021-10-01,liability,general_government,breakdown.other,13976419.5,CLP,,reported,banco_central,2026-03-22
2022-01-01,liability,general_government,breakdown.other,12115763.1,CLP,,reported,banco_central,2026-03-22
2022-04-01,liability,general_government,breakdown.other,12530846.299999999,CLP,,reported,banco_central,2026-03-22
2022-07-01,liability,general_government,breakdown.other,13198623.299999999,CLP,,reported,banco_central,2026-03-22
2022-10-01,liability,general_government,breakdown.other,13547885.8,CLP,,reported,banco_central,2026-03-22
2023-01-01,liability,general_government,breakdown.other,14259306.200000001,CLP,,reported,banco_central,2026-03-22
2023-04-01,liability,general_government,breakdown.other,14632232.299999999,CLP,,reported,banco_central,2026-03-22
2023-07-01,liability,general_government,breakdown.other,14988186.299999999,CLP,,reported,banco_central,2026-03-22
2023-10-01,liability,general_government,breakdown.other,15498839.4,CLP,,reported,banco_central,2026-03-22
2024-01-01,liability,general_government,breakdown.other,16618791.3,CLP,,reported,banco_central,2026-03-22
2024-04-01,liability,general_government,breakdown.other,18980928.7,CLP,,reported,banco_central,2026-03-22
2024-07-01,liability,general_government,breakdown.other,18514916.6,CLP,,reported,banco_central,2026-03-22
2024-10-01,liability,general_government,breakdown.other,20938031.200000003,CLP,,reported,banco_central,2026-03-22
2025-01-01,liability,general_government,breakdown.other,22720861.5,CLP,,reported,banco_central,2026-03-22
2025-04-01,liability,general_government,breakdown.other,21976137.7,CLP,,reported,banco_central,2026-03-22
2025-07-01,liability,general_government,breakdown.other,22294205.7,CLP,,reported,banco_central,2026-03-22
2002-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.89146291224257,CLP,,reported,banco_central,2026-03-22
2003-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.5356,CLP,,reported,banco_central,2026-03-22
2003-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-4.6156,CLP,,reported,banco_central,2026-03-22
2003-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-5.2904,CLP,,reported,banco_central,2026-03-22
2003-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-6.2097,CLP,,reported,banco_central,2026-03-22
2004-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-5.9687,CLP,,reported,banco_central,2026-03-22
2004-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-5.0575,CLP,,reported,banco_central,2026-03-22
2004-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-5.4075,CLP,,reported,banco_central,2026-03-22
2004-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-5.2271,CLP,,reported,banco_central,2026-03-22
2005-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.5274,CLP,,reported,banco_central,2026-03-22
2005-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.0631,CLP,,reported,banco_central,2026-03-22
2005-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-2.8423,CLP,,reported,banco_central,2026-03-22
2005-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-2.1199,CLP,,reported,banco_central,2026-03-22
2006-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,0.2335,CLP,,reported,banco_central,2026-03-22
2006-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,2.6667,CLP,,reported,banco_central,2026-03-22
2006-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,4.8457,CLP,,reported,banco_central,2026-03-22
2006-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,5.2921,CLP,,reported,banco_central,2026-03-22
2007-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,7.4841,CLP,,reported,banco_central,2026-03-22
2007-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,10.1617,CLP,,reported,banco_central,2026-03-22
2007-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,12.2561,CLP,,reported,banco_central,2026-03-22
2007-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,11.7086,CLP,,reported,banco_central,2026-03-22
2008-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,11.7778,CLP,,reported,banco_central,2026-03-22
2008-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,16.3082,CLP,,reported,banco_central,2026-03-22
2008-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,18.1905,CLP,,reported,banco_central,2026-03-22
2008-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,20.8417,CLP,,reported,banco_central,2026-03-22
2009-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,17.5343,CLP,,reported,banco_central,2026-03-22
2009-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,13.6693,CLP,,reported,banco_central,2026-03-22
2009-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,13.4461,CLP,,reported,banco_central,2026-03-22
2009-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,10.2441,CLP,,reported,banco_central,2026-03-22
2010-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,10.2421,CLP,,reported,banco_central,2026-03-22
2010-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,10.3291,CLP,,reported,banco_central,2026-03-22
2010-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,7.8471,CLP,,reported,banco_central,2026-03-22
2010-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,5.3185,CLP,,reported,banco_central,2026-03-22
2011-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,7.45,CLP,,reported,banco_central,2026-03-22
2011-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.8705,CLP,,reported,banco_central,2026-03-22
2011-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,10.6368,CLP,,reported,banco_central,2026-03-22
2011-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.5586,CLP,,reported,banco_central,2026-03-22
2012-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.0758,CLP,,reported,banco_central,2026-03-22
2012-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,9.1092,CLP,,reported,banco_central,2026-03-22
2012-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.3345,CLP,,reported,banco_central,2026-03-22
2012-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,7.4768,CLP,,reported,banco_central,2026-03-22
2013-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,7.8159,CLP,,reported,banco_central,2026-03-22
2013-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.4372,CLP,,reported,banco_central,2026-03-22
2013-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.2174,CLP,,reported,banco_central,2026-03-22
2013-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,7.4747,CLP,,reported,banco_central,2026-03-22
2014-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.8861,CLP,,reported,banco_central,2026-03-22
2014-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,8.1996,CLP,,reported,banco_central,2026-03-22
2014-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,9.1946,CLP,,reported,banco_central,2026-03-22
2014-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,4.409,CLP,,reported,banco_central,2026-03-22
2015-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,4.8448,CLP,,reported,banco_central,2026-03-22
2015-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,4.9205,CLP,,reported,banco_central,2026-03-22
2015-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,6.703,CLP,,reported,banco_central,2026-03-22
2015-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,5.0906,CLP,,reported,banco_central,2026-03-22
2016-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,4.2409,CLP,,reported,banco_central,2026-03-22
2016-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,3.0134,CLP,,reported,banco_central,2026-03-22
2016-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,0.9828,CLP,,reported,banco_central,2026-03-22
2016-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-0.7867,CLP,,reported,banco_central,2026-03-22
2017-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,0.0252,CLP,,reported,banco_central,2026-03-22
2017-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,0.4151,CLP,,reported,banco_central,2026-03-22
2017-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-1.0898,CLP,,reported,banco_central,2026-03-22
2017-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.3556,CLP,,reported,banco_central,2026-03-22
2018-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.7362,CLP,,reported,banco_central,2026-03-22
2018-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-2.4046,CLP,,reported,banco_central,2026-03-22
2018-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-2.7962,CLP,,reported,banco_central,2026-03-22
2018-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.9366,CLP,,reported,banco_central,2026-03-22
2019-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-5.063,CLP,,reported,banco_central,2026-03-22
2019-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-6.479,CLP,,reported,banco_central,2026-03-22
2019-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-7.4474,CLP,,reported,banco_central,2026-03-22
2019-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-8.1646,CLP,,reported,banco_central,2026-03-22
2020-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-3.2025,CLP,,reported,banco_central,2026-03-22
2020-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-8.0021,CLP,,reported,banco_central,2026-03-22
2020-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-10.9209,CLP,,reported,banco_central,2026-03-22
2020-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-13.1205,CLP,,reported,banco_central,2026-03-22
2021-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-10.7435,CLP,,reported,banco_central,2026-03-22
2021-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-10.4087,CLP,,reported,banco_central,2026-03-22
2021-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-10.2489,CLP,,reported,banco_central,2026-03-22
2021-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-12.2095,CLP,,reported,banco_central,2026-03-22
2022-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-11.4368,CLP,,reported,banco_central,2026-03-22
2022-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-6.6441,CLP,,reported,banco_central,2026-03-22
2022-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-5.8917,CLP,,reported,banco_central,2026-03-22
2022-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-11.5456,CLP,,reported,banco_central,2026-03-22
2023-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-11.7147,CLP,,reported,banco_central,2026-03-22
2023-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-12.1234,CLP,,reported,banco_central,2026-03-22
2023-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-10.3989,CLP,,reported,banco_central,2026-03-22
2023-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-14.0387,CLP,,reported,banco_central,2026-03-22
2024-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-13.7613,CLP,,reported,banco_central,2026-03-22
2024-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-13.3613,CLP,,reported,banco_central,2026-03-22
2024-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-16.6166,CLP,,reported,banco_central,2026-03-22
2024-10-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-14.7596,CLP,,reported,banco_central,2026-03-22
2025-01-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-14.6701,CLP,,reported,banco_central,2026-03-22
2025-04-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-14.8366,CLP,,reported,banco_central,2026-03-22
2025-07-01,asset,general_government,ratio.net_financial_assets_pct_gdp,-15.4414,CLP,,reported,banco_central,2026-03-22
2003-10-01,asset,general_government,ratio.fiscal_balance_pct_gdp,-0.6787,CLP,,reported,banco_central,2026-03-22
2004-01-01,asset,general_government,ratio.fiscal_balance_pct_gdp,-0.5757,CLP,,reported,banco_central,2026-03-22
